"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"EA_DDPC","N/D","SCS1","Deputy Director Permitting Central","Lead the delivery of an effective and customer focused National Environmental Permitting service (including Waste, Pollution Prevention Control, Water Resources and Water Quality regimes) in order to respond to the changing needs of the business it's partners.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Permitting  - Central","08708506506","enquiries@environment-agency.gov.uk","EA_DNSEB","11776073","1.00","0","0","","Operational Delivery","","1"
"EA_DDM","N/D","SCS1","Deputy Director Monitoring Services","Develop and lead the Environment Agency’s monitoring services (this incorporates the National Laboratory Service, National Monitoring Service and Geomatics). Provide leadership and ensure better ways of working through the implementation of improved processes and an efficiency programme to achieve a commercially viable and financially sustainable business unit.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Monitoring","08708506506","enquiries@environment-agency.gov.uk","EA_DNSEB","9352487","1.00","0","0","","Operational Delivery","","1"
"0","N/D","SCS1","Not in post","N/A","Department for Environment, Food and Rural Affairs","Environment Agency","N/A","N/A","N/A","EA_CEO","0","1.00","0","0","","Communications","Outward secondment; Salary paid by MMO - 100%","1"
"EA_DDBIS","N/D","SCS1","Deputy Director Business Innovation and Skills","Lead the development of the flood risk management strategic framework and delivery of tools, products and active interventions to support the operational management of flood risk.  These tools include skills development for Area Flood and Coastal Risk Management teams, including engineers, consistent ways of working with Regional Flood Committees and local authorities to influence sustainable development.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Business Innovation and Skills","08708506506","enquiries@environment-agency.gov.uk","EA_DDS","706079","1.00","0","0","","Information Technology","","1"
"EA_DDFRD","N/D","SCS1","Deputy Director Flood Risk Delivery","Responsible for the delivery of the Environment Agency's Flood Risk Capital Programme which delivers flood risk protection to people and the environment. The National Capital Programme Service (NCPMS) also delivers others projects and programmes at the request of other directorates and leads the development of professional programme management standards across the organisation. Provide strong leadership to the large nationally dispersed NCPMS team and work closely with Flood and Costal Risk Management team to define and develop the programme on both a short term and long term timeline to ensure successful delivery. Externally take the lead for Defra and the Environment Agency on construction procurement and supply chain management to ensure construction programmes are delivered efficiently and in a sustainable way.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Flood and Coastal Risk Management - Flood Risk Delivery","08708506506","enquiries@environment-agency.gov.uk","EA_DNSFCRM","496703","1.00","0","0","","Operational Delivery","","1"
"EA_DDCLA","N/D","SCS1","Deputy Director Cumbria and Lancashire","Lead people and the operational delivery of all aspects of Environment Agency business to ensure the efficient, coordinated and integrated delivery of all Environment Agency functions and to maximise environmental benefits with available resources.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Cumbria and Lancashire","08708506506","enquiries@environment-agency.gov.uk","EA_DN","12309231","1.00","0","0","","Science and Engineering","","1"
"EA_DDFIM","N/D","SCS1","Deputy Director Flood Incident Management","Support the Executive Director FCRM to plan and monitor the strategic direction of the function and for setting policies and processes and for working alongside Operations to ensure the successful delivery and monitoring of on-going performance. Identify and manage operational risk to the delivery of the business plan to enable the Environment Agency to operate in a safe, innovative and efficient manner. Lead, develop and motivate operational teams to deliver results on time, to required quality standards and cost, to fulfil the business plan and achieve environmental outcomes.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Incident Management and Resilience","08708506506","enquiries@environment-agency.gov.uk","EA_DIMR","1061982","1.00","0","0","","Science and Engineering","","1"
"EA_DWLB","Pete Fox","SCS2","Director Water, Land and Biodiversity","Lead policy work on the quality and management of land, water and in particular biodiversity, freshwater fisheries, the marine environment. This includes River Basin Management Plans (which set out arrangements for delivering good ecological conditions for water and wetlands as part of the Water Framework Directive).","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity","08708506506","enquiries@environment-agency.gov.uk","EA_EDEB","459000","1.00","105000","109999","","Operational Delivery","","1"
"EA_DNSEB","Bernadette Carr","SCS2","Director National Services Environment and Business","Provide strategic leadership and direction to key national operational services. Influence the strategic direction of the Environment Agency and shape the function/s to align appropriately with the achievement of the corporate strategy and environmental outcomes. Control and take accountability for a major function, or number of functions that have significant degree of impact across the whole organisation, in order to lead effective integration across broad and complex business responsibilities. Lead, develop and embed a culture of effective change management to adapt to, optimise and support the changing needs of customers. Originate, champion and lead on initiatives for change to deliver efficient systems and support & improve business delivery. Establish and influence policy /agreements internally and externally to support Environment Agency / DEFRA objectives. Identify and manage risks to delivery of the business plan to enable the Environment Agency to operate in a safe, innovative and efficient manner. Lead, develop and motivate operational teams to ensure business plans are delivered and adapted to ensure the achievement of customer and environmental outcomes. Understand and harness the complexities of organisational culture and politics (internal and external), in order to influence and achieve results.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business","08708506506","enquiries@environment-agency.gov.uk","EA_EDO","735748","1.00","105000","109999","","Operational Delivery","","1"
"EA_DDLSN","N/D","SCS1","Deputy Director Legal Services National","Identify and maximise strategic legal opportunities for the Environment Agency and help manage risks within the areas covered by their team in order to support achievement of the environmental outcomes in the business areas they support in the most effective and efficient way. Provide an intermediate escalation point on legal issues (below the Legal Director) for Executive Managers, to ensure issues are resolved accurately and promptly. Develop relationships at a management level within key external stakeholders (Government Legal Service, courts, CPS) in order to anticipate and resolve issues, and promote effective partnership working. Develop capability, resilience and succession planning within the team, in order to ensure required skills are available and a consistent service is provided. Lead other strategic projects within Legal Services (e.g. developing Technical Development Framework, consistent objectives based on the Corporate Strategy, systematise ‘business partnering’ within Legal Services etc) as allocated by the Legal Director from time to time.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Legal","08708506506","enquiries@environment-agency.gov.uk","EA_DL","2137180","1.00","0","0","","Law","","1"
"EA_DDCIM","N/D","SCS1","Deputy Director Corporate Incident Management","Lead the development and implementation of the framework for preparing for and responding to all types of incidents that the Agency is responsible for. Establish and support the strategic direction to deliver on and improve EA’s ability to manage all incidents (across FCRM and E&B) and business continuity including the development and implementation of the Incident management strategy for the organisation.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Incident Management and Resilience - Corporate Incident Management","08708506506","enquiries@environment-agency.gov.uk","EA_DIMR","543630","1.00","0","0","","Operational Delivery","","1"
"EA_DCF","Bob Branson","SCS2","Director Corporate Finance","Lead and deliver financial management and financial advice across the Environment Agency and support the Director of Finance and Chief Executive (Accounting Officer) in ensuring the financial affairs of the largest arms length body are managed to the highest technical and professional standards by engaging with and influencing the EA board, Directors Team, Audit and Risk Committee, Defra and DECC Finance teams and senior managers. Lead the National Finance team including Shared Services Connected Limited, Finance Directorate Planning work and Risk and Fraud management team. Lead risk management across the EA and be the Reporting Officer in relation to money laundering. Responsible for liaison with Business Planning in connection with the budgeting for future years. Extensive liaison with external partners and our sponsoring body, Defra, Decc, HM Treasury and the Cabinet office (with reference to Shared Services) and the National Audit Office.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Finance - Corporate Finance - Management","08708506506","enquiries@environment-agency.gov.uk","EA_CEO","0","1.00","105000","109999","","Finance","","1"
"EA_DWC","Mark Sitton - Kent","SCS2","Director West Central","To provide strategic leadership and direction to (the) key national operational services/service units, ensuring they are aligned to and collectively reflect the priorities of the Corporate Strategy, driving continuous improvement in the way business operates.  Providing a strategic focus for quality assurance, performance monitoring and assessment and operational efficiency programmes.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - West Central - Management","08708506506","enquiries@environment-agency.gov.uk","EA_EDO","444033","1.00","105000","109999","","Operational Delivery","","1"
"EA_DDEMD","N/D","SCS1","Deputy Director East Midlands","Lead people and the operational delivery of all aspects of Environment Agency business to ensure the efficient, coordinated and integrated delivery of all Environment Agency functions and to maximise environmental benefits with available resources.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - East Midlands","08708506506","enquiries@environment-agency.gov.uk","EA_DWC","10189772","1.00","0","0","","Science and Engineering","","1"
"EA_EDEB","Harvey Bradshaw","SCS3","Executive Director Environment and Business","Provide leadership in how the Environment Agency deals, in an integrated way, with the relationships between climate change, people, business, protection of natural resources (air, land, water) and sustainable use of energy, water and materials.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business","08708506506","enquiries@environment-agency.gov.uk","EA_CEO","577762","1.00","130000","134999","","Science and Engineering","","1"
"EA_DSI","Alison Baptiste","SCS2","Director Strategy and Investment","Accountable for setting the overall strategy, vision and culture for the FCRM business. Demonstrate and drive Corporate Leadership throughout the organisation to achieve the goals of the Environment Agency.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Strategy and Investment","08708506506","enquiries@environment-agency.gov.uk","EA_EDFCRM","340378","1.00","95000","99999","","Operational Research","","1"
"EA_DDLDN","N/D","SCS1","Deputy Director London","Lead people and the operational delivery of all aspects of Environment Agency business to ensure the efficient, coordinated and integrated delivery of all Environment Agency functions and to maximise environmental benefits with available resources.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - London","08708506506","enquiries@environment-agency.gov.uk","EA_DSE","1866929","1.00","0","0","","Science and Engineering","","1"
"EA_DEB","N/D","SCS1","Director Environment and Business","Lead the implementation of sustainable Asset Management practices on a lifecycle basis across the planning, delivery, operation, maintenance and disposal Flood Risk Management assets to enable savings against corporate plan targets.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Flood and Coastal Risk Management - Asset Management","08708506506","enquiries@environment-agency.gov.uk","EA_DNSFCRM","709477","1.00","0","0","","Science and Engineering","","1"
"EA_DAAM","Ken Allison","SCS2","Director Allocation and Asset Management","Accountable for setting the overall strategy, vision and culture for the FCRM business. Demonstrate and drive Corporate Leadership throughout the organisation to achieve the goals of the Environment Agency. Influence, advise and engage with external national stakeholders at the highest level (e.g. Department for Environment, Farming and Rural Affairs (DEFRA), Welsh Assembly Government (WAG), Cabinet Office, Local Government Associations, Natural England, National Trust, National Farmers Union, professional institutions and National Audit Office). Responsible for delivering specific FCRM and Incident Management outcomes in order to effectively manage flood and coastal risks, protect people and property and the environment.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Allocation and Asset Management","08708506506","enquiries@environment-agency.gov.uk","EA_EDFCRM","305523","1.00","95000","99999","","Property and asset management","","1"
"0","N/D","SCS1","Not in post","N/A","Department for Environment, Food and Rural Affairs","Environment Agency","N/A","N/A","N/A","EA_CEO","0","1.00","0","0","","Property and asset management","Outward secondment; Salary paid by Defra - 100%","1"
"EA_DDWM","N/D","SCS1","Deputy Director West Midland","Lead people and the operational delivery of all aspects of Environment Agency business to ensure the efficient, coordinated and integrated delivery of all Environment Agency functions and to maximise environmental benefits with available resources.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - West Midlands","08708506506","enquiries@environment-agency.gov.uk","EA_DWC","16326219","1.00","0","0","","Operational Delivery","","1"
"EA_DDMMD","N/D","SCS1","Deputy Director Mapping, Modelling and Data","Support the Executive Director FCRM to plan and monitor the strategic direction of the function and for setting policies and processes and for working alongside Operations to ensure the successful delivery and monitoring of on-going performance. Identify and manage operational risk to the delivery of the business plan to enable the Environment Agency to operate in a safe, innovative and efficient manner. Lead, develop and motivate operational teams to deliver results on time, to required quality standards and cost, to fulfil the business plan and achieve environmental outcomes.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Incident Management and Resilience - Corporate Incident Management","08708506506","enquiries@environment-agency.gov.uk","EA_DIMR","0","1.00","0","0","","Operational Delivery","Parental Leave;","1"
"EA_DDAP","N/D","SCS1","Deputy Director Asset Performance","Lead the implementation of sustainable Asset Management practices on a lifecycle basis across the planning, delivery, operation, maintenance and disposal Flood Risk Management assets to enable savings against corporate plan targets.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Allocation and Asset Management - Asset Performance","08708506506","enquiries@environment-agency.gov.uk","EA_DAAM","1257009","1.00","0","0","","Science and Engineering","","1"
"EA_DDES","N/D","SCS1","Deputy Director Executive Support","Provide direct support to the Executive Director Operations, Operations Directors and Directors of National Services. Ensure there is a clear line of sight between National Office Directorates and Operations, particularly Area Teams so that priorities are set and successfully delivered. Refine and manage the 'route' in to Operations ensuring that work can be delivered and service levels are achieveable and performance measures are met.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Executive Support","08708506506","enquiries@environment-agency.gov.uk","EA_EDO","1969958","1.00","0","0","","Operational Delivery","","1"
"EA_DDANPM","N/D","SCS1","Deputy Director Allocation and National Programme Management","Ensure the Environment Agency effectively manages flood and coastal risks in order to protect people, property and the environment. Work as a member of the National Asset Management Team within the Flood Coast Risk Management Directorate and lead on the allocation of Flood Defence Grant in Aid budgets and steering/overseeing the delivery of the National Programme for the Environment Agency. Lead on delivering changes in order to continually improve the approach to the Allocation and Management of the National Programme. Lead the allocation and management of the programme of investments across all Operating Authorities and provide assurance to Directors on major investment proposals, ensuring major investments contribute to the national outcomes and strategic direction.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Allocation and Asset Management - Allocation and National Programme Management","08708506506","enquiries@environment-agency.gov.uk","EA_DAAM","1067203","1.00","0","0","","Programme and Project Management (PPM)","","1"
"0","N/D","SCS2","Not in post","N/A","Department for Environment, Food and Rural Affairs","Environment Agency","N/A","N/A","N/A","EA_CEO","0","1.00","95000","99999","","Finance","Outward secondment; Salary paid by Defra - 100%","1"
"EA_DDWRM","N/D","SCS1","Deputy Director Waste Regulation","Lead the waste regulation work of the Environment Agency within the Environment and Business Directorate in order to ensure that waste is minimised and waste that is produced is managed in the right place, by the right people, for the benefit of communities, the environment and the economy.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Waste Regulation","08708506506","enquiries@environment-agency.gov.uk","EA_DRI","2131227","1.00","0","0","","Science and Engineering","","1"
"0","N/D","SCS1","Not in post","N/A","Department for Environment, Food and Rural Affairs","Environment Agency","N/A","N/A","N/A","EA_CEO","0","1.00","0","0","","Finance","Outward secondment; Salary paid by Defra - 100%","1"
"EA_DDSMR","N/D","SCS1","Deputy Director Monitoring Services","Lead a change programme looking to transform what environmental information we collect and use to support our decisions and actions to protect and improve water and manage flood risk.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Strategic Monitoring Review - Management","08708506506","enquiries@environment-agency.gov.uk","EA_DWLB","225613","1.00","0","0","","Operational Delivery","","1"
"EA_DDHRERRP","N/D","SCS1","Deputy Director Human Resources Employee Relations, Rewards and Pensions","Ensure the Environment Agency has in place the strategies, policies and processes for reward and employee relations necessary to deliver our Corporate outcomes now and in the future. Lead the strategy on a £450m pay bill and the employing authority’s accountability for the pension fund. Lead on behalf of the Environment Agency within the Defra network and wider Government for matters relating to Employee Relations and Reward. Build and maintain effective working relationships on behalf of the Environment Agency with Trade Unions on matters relating to Employee Relations and Reward.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Resources - Human Resources - Human Resources Operations (Head Office)","08708506506","enquiries@environment-agency.gov.uk","EA_DHR","979805","1.00","0","0","","Human Resources","","1"
"EA_DDHROHO1","N/D","SCS1","Deputy Director Human Resources Operations (Head Office)","Maintain and develop a single strong organisational picture of HR, working with National HR Managers to understand business needs, drive consistency of approach and lead the influencing of people issues on Directors’ agenda, in order to maximise the productivity of the Environment Agency's people. Lead the Business Partner service to the Directors on HR issues, providing advice and support that responds to operational people issues across the organisation. Inform and drive the development and adoption of simpler, fit for purpose HR policies, practices and tools, developing a right first time customer focussed ethos to support good performance management across the business.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Resources - Human Resources - Human Resources Operations (Head Office)","08708506506","enquiries@environment-agency.gov.uk","EA_DHR","472743","1.00","0","0","","Human Resources","","1"
"EA_DDGMC","N/D","SCS1","Deputy Director Greater Manchester, Merseyside and Cheshire","Lead people and the operational delivery of all aspects of Environment Agency business to ensure the efficient, coordinated and integrated delivery of all Environment Agency functions and to maximise environmental benefits with available resources.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Greater Manchester Merseyside and Cheshire","08708506506","enquiries@environment-agency.gov.uk","EA_DN","10655233","1.00","0","0","","Science and Engineering","","1"
"EA_DNSFCRM","Steve Moore","SCS2","Director National Services Flood and Coastal Risk Management","Provide strategic leadership and direction to key national operational services. Influence the strategic direction of the Environment Agency and shape the function/s to align appropriately with the achievement of the corporate strategy and environmental outcomes. Control and take accountability for a major function, or number of functions that have significant degree of impact across the whole organisation, in order to lead effective integration across broad and complex business responsibilities. Lead, develop and embed a culture of effective change management to adapt to, optimise and support the changing needs of customers. Originate, champion and lead on initiatives for change to deliver efficient systems and support & improve business delivery. Establish and influence policy /agreements internally and externally to support Environment Agency / DEFRA objectives. Identify and manage risks to delivery of the business plan to enable the Environment Agency to operate in a safe, innovative and efficient manner. Lead, develop and motivate operational teams to ensure business plans are delivered and adapted to ensure the achievement of customer and environmental outcomes. Understand and harness the complexities of organisational culture and politics (internal and external), in order to influence and achieve results.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Flood and Coastal Risk Management","08708506506","enquiries@environment-agency.gov.uk","EA_EDO","595365","1.00","105000","109999","","Science and Engineering","","1"
"EA_DDHROHO","N/D","SCS1","Deputy Director Human Resources Operations (Head Office)","Maintain and develop a single strong organisational picture of HR, working with National HR Managers to understand business needs, drive consistency of approach and lead the influencing of people issues on Directors’ agenda, in order to maximise the productivity of the Environment Agency's people. Lead the Business Partner service to the Directors on HR issues, providing advice and support that responds to operational people issues across the organisation. Inform and drive the development and adoption of simpler, fit for purpose HR policies, practices and tools, developing a right first time customer focussed ethos to support good performance management across the business.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Resources - Human Resources - Human Resources Operations (Head Office)","08708506506","enquiries@environment-agency.gov.uk","EA_DHR","769556","0.86","0","0","","Human Resources","","1"
"EA_DDSOD","N/D","SCS1","Deputy Director Solutions Delivery","Provide professional leadership and development of a large team of IT programme and project management staff to deliver excellence. This includes support of corporate and Government programme and portfolio management improvements and initiatives.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Finance - Corporate Information Services - Solutions Delivery","08708506506","enquiries@environment-agency.gov.uk","EA_CEO","0","1.00","0","0","","Information Technology","","1"
"0","N/D","SCS2","Not in post","N/A","Department for Environment, Food and Rural Affairs","Environment Agency","N/A","N/A","N/A","EA_CEO","0","1.00","95000","99999","","Information Technology","Outward secondment; Salary shared between EA - 30% and Defra - 70%","1"
"EA_DDSED","N/D","SCS1","Deputy Director Services Delivery","Lead the end to end operating performance of IT and associated services in order to deliver an effective operational IT Service to the Environment Agency. Work with the service integration partners internally and externally in order to deliver key services to the Environment Agency to the required standard. Identify and manage risks to the delivery of the CIS objectives to enable the Environment Agency to operate in an effective and business-like way.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Finance - Corporate Information Services - Service Delivery","08708506506","enquiries@environment-agency.gov.uk","EA_CEO","0","0.92","0","0","","Operational Delivery","","1"
"EA_DDFOHO","N/D","SCS1","Deputy Director Finance Operations (Head Office)","Manage and lead a national team to ensure consistency of financial management across the organisation and lead on the influencing of financial issues with Directors Team, Audit and Risk Committee, Defra and the National Audit Office. Ensure that budget production and in-year maintenance always accords to the funding that the Agency is due to receive. Manage charge and commercial income forecasting to include in the budgets.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Finance - Corporate Finance - Financial Control","08708506506","enquiries@environment-agency.gov.uk","EA_DCF","1079162","1.00","0","0","","Finance","","1"
"0","N/D","SCS1","Not in post","N/A","Department for Environment, Food and Rural Affairs","Environment Agency","N/A","N/A","N/A","EA_CEO","0","1.00","0","0","","Information Technology","Outward secondment; Salary paid by Defra - 100%","1"
"EA_DDFO","N/D","SCS1","Deputy Director Fleet Operations","Lead on behalf Defra for all fleet related pan Government work, looking at both innovation and changes to legislation and policy. Lead on delivery of a large programme of work, and large projects and portfolios across Defra Group. Manage financial accountability for large budgets and recharging mechanisms, ensuring delivery is within resources and operating costs are correctly recharges to relevant Defra Group organisations. Lead on significant change management and continuous improvement and innovation to ensure business needs and strategic objectives are met, and people are engaged and involved. Lead on sustainable and safe development of the fleet to meet corporate and Government objectives and be seen as exemplar leading fleet operator across in public and private sector. Develop the capability and confidence of Defra Group Fleet Service network, to ensure technical, leadership and behavioural skills and competencies are developed and sustained. Delivery of cost sharing model across the Defra Group that demonstrates efficiency and value for money. Develop the business through sharing and learning and seek opportunities for network wide asset sharing. Regular interaction to agree Defra wide strategies and targets, and long term objectives and priorities for individual organisations. Regular contact and liaison with key fleet suppliers, to agree and review 3-5 year plans for fleet improvements and efficiencies.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Resources - Corporate Assets, Safety, Health, Environment and Wellbeing","08708506506","enquiries@environment-agency.gov.uk","EA_DCASHEW","1570099","1.00","0","0","","Property and Asset Management","","1"
