"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"2117050","N/D","OF-6","Deputy Director People Strategy","Contributes to strategic management across all aspects of the RN's activity and provides leadership and workforce advice to the People Board; accountable for design, development and implementation of all people strategies.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2116327","0","1.00","N/A","N/A","","Military","","1"
"1978895","N/D","OF-6","Commander Maritime Reserves","Leads the Royal Navy and Royal Marines Reserves and delivers highly motivated, trained personnel to deliver a range of capabilities (e.g. medical, intelligence, air, media operations, CIS, logistics, civil military aid, force protection and infantry).","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2116327","0","1.00","N/A","N/A","","Military","","1"
"2116716","N/D","OF-6","Deputy Director Naval Legal Services","​The Royal Navy's senior lawyer and as such is responsible for the development, co-ordination and organisation of legal services within the RN to ensure the provision of timely, accurate and appropriate legal advice.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2116327","0","1.00","N/A","N/A","","Military","","1"
"2121544","N/D","OF-6","Deputy Director Future Training Development","Leads on the governance, strategy and policy for Individual and Collective Training and Education across the Naval Service ensuring that delivery of training achieves, maintains and assures the capabilities, readiness and performance of the Service.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2116327","0","1.00","N/A","N/A","","Military","","1"
"1639793","Eliminated","OF-6","Assistant Chief of Staff Training / Deputy Flag Officer Sea Training","Leads on the governance, strategy and policy for Individual and Collective Training and Education across the Naval Service ensuring that delivery of training achieves, maintains and assures the capabilities, readiness and performance of the Service.","Ministry of Defence","Ministry of Defence","Navy Command","N/A","NavyStratPol-SECFOI@mod.gov.uk","2116327","0","1.00","N/A","N/A","","Military","Replaced by Position Number 2121544 on 1 Apr 2021.","1"
"1125974","Eliminated","OF-6","Assistant Chief of Staff Medical / Head of the Royal Naval Medical Service","Ensures the timely delivery of properly equipped, suitably trained and experienced personnel to provide the medical component of Royal Navy operational capability for both current and future force requirements.","Ministry of Defence","Ministry of Defence","Navy Command","N/A","NavyStratPol-SECFOI@mod.gov.uk","2116327","0","1.00","N/A","N/A","","Military","Replaced by Position Number 2116856 on 1 Apr 2021.","1"
"2130707","R Adm P Beattie","OF-7","Director Naval Staff","Leads the Naval Staff Directorate in providing support to First Sea Lord and the Navy Board, including the development of strategy and policy, and the delivery of strategic level engagement across Defence, including internationally.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","1942344","0","1.00","120000","124999","","Military","","1"
"2062488","N/D","OF-6","Chief of Staff HQ","Responsible for the provision of strategic application of resources to deliver Defence outputs.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2130707","0","1.00","N/A","N/A","","Military","","1"
"2114132","N/D","OF-6","Chief Technology Officer","Responsible for overseeing all of the Royal Navy's technological needs and acts as an internal and external catalyst for accelerated change.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2130707","0","1.00","N/A","N/A","","Military","","1"
"2127126","N/D","OF-6","Deputy Director for Infrastructure","Responsible for developing strategy and plans to provide the estate, infrastructure and related services required by the Royal Navy to achieve its operational outputs, and assuring their delivery;  also directs a portfolio of capital infrastructure projects through which Navy Command's investment in modernising and sustaining its estate is delivered.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2130707","0","1.00","N/A","N/A","","Military","","1"
"258594","N/D","SCS1","Chief Digital and Information Officer","Responsible for Navy Digital and the delivery of digital transformation across the Royal Navy.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2130707","0","1.00","N/A","N/A","","Knowledge and Information Management (KIM)","","1"
"197788","N/D","SCS1","Deputy Director Communications","The principal advisor to 1SL and the Navy Board on communications issues, responsible for delivering the RN Communications Strategy, managing RN communications delivery and leading on the overall approach to RN image and reputation.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2130707","0","1.00","N/A","N/A","","Communications","","1"
"248981","N/D","SCS1","Deputy Director Performance (Navy Transformation)","Responsible for driving generational change to create a new Navy that delivers today and meets the challenges of tomorrow; leads an enhanced Navy Transformation team, focusing on management of the Navy Transformation portfolio, business change, engagement and empowerment.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2130707","0","1.00","N/A","N/A","","Operational Delivery","","1"
"2113028","R Adm A P Burns","OF-7","Director Develop","Leads Royal Navy Force Development and Capability Sponsorship to support delivery of the Naval Strategy.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","1942344","0","1.00","125000","129999","","Military","","1"
"2113031","N/D","OF-6","Deputy Director Maritime Capability","Responsible for the development of the capabilities required to enable the effective and efficient control and denial of the Maritime Battlespace; leads a fast-paced, transformative division, developing the future Navy.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113028","0","1.00","N/A","N/A","","Military","","1"
"258314","N/D","SCS1","Deputy Director Navy Capability Sponsor","Acts as the Royal Navy's Capability Sponsor by providing long-term advocacy and conscience for all of the Royal Navy's capabilities and leading and cohering the teams of capability sponsors who are responsible for specific capabilities.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113028","0","1.00","N/A","N/A","","Operational Delivery","","1"
"1725072","Eliminated","OF-6","Assistant Chief of Staff Maritime Capability","Responsible for the development of the capabilities required to enable the effective and efficient control and denial of the Maritime Battlespace; leads a fast-paced, transformative division, developing the future Navy.","Ministry of Defence","Ministry of Defence","Navy Command","N/A","NavyStratPol-SECFOI@mod.gov.uk","2113028","0","1.00","N/A","N/A","","Military","Replaced by Position Number 2113031 on 1 Apr 2021.","1"
"2113071","R Adm M J Connell","OF-7","Director Force Generation","Responsible for the Royal Navy's Scheduling Authority, In-Service Capability Management, Intelligent Customer function and discharging legislative Duty Holding Responsibilities / Risk to Life management.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","1942344","0","1.00","125000","129999","","Military","","1"
"2111811","N/D","OF-6","Deputy Director Plans","Responsible for the setting, maintenance and monitoring of warfighting standards, policy and operational capability.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"1716891","N/D","OF-6","Deputy Director Maritime Warfare","Acts as the focal point for driving a coherent approach to the development of the Royal Navy's warfighting ability by setting and maintaining the necessary core warfighting policy, standards and practices.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"2108952","N/D","OF-6","Deputy Director Littoral Strike","Manages the development and delivery of Land and Littoral Manoeuvre capability with Navy Command Headquarters, supporting MOD in capability management, and acts as deputy to Commandant General Royal Marines.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"2111676","N/D","OF-6","Deputy Director Logistics","Responsible in Navy Command HQ for operational support planning and for keeping the Fleet supplied; this involves defining the requirement for logistic aspects of both future capabilities and in-service capability management, the role of Intelligent Customer to the DE&S for commodities, the support of land equipment operated by the Royal Marines, and logistic standards and practices onboard ships and submarines.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"2110210","N/D","OF-6","Deputy Director Ships","Responsible for the In-Service Capability Management of the Surface Flotilla, from boats to aircraft carriers and their associated weapon systems.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"2112110","N/D","OF-6","Deputy Director Naval Aviation","Responsible  for managing, leading and directing Fleet Air Arm activity to deliver, integrate and assure maritime aviation, providing the Royal Navy and Defence with aircraft at the required levels of readiness, availability, lethality and sustainability, supported by a trained, skilled workforce.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"2108570","N/D","OF-6","Deputy Director FGen Submarines","Responsible for Clyde Submarine delivery, linking the Defence Nuclear Organisation, the Submarine Delivery Agency and Waterfront in support of SM capability.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"1738136","N/D","OF-6","Commander Submarine Flotilla","Responsible for Force Generation and Assurance to the ships and submarines of the Submarine Flotilla, supporting them through life on operations and at home.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"1751838","N/D","OF-6","Commander Surface Flotilla","Responsible for ensuring that SURFLOT ships and units achieve and maintain their mandated operational capability​ by the provision of regular and timely guidance, and acting as the command conduit between ships, units, Navy Command HQ and external agencies.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"1779364","N/D","OF-6","Naval Base Commander Clyde","Clyde Naval Base comprises the Faslane Naval Base, the Royal Navy Armament Depot Coulport, HMS Caledonia at Rosyth, the Navy Buildings at Greenock and a number of military ranges.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"1779322","N/D","OF-6","Naval Base Commander Devonport","Devonport Naval Base is home to the Royal Navy's large amphibious ships, the Hydrographic Surveying Squadron, Trafalgar Class submarines and approximately two-thirds of the frigate force; it is also the principal base for Flag Officer Sea Training.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"1779291","N/D","OF-6","Naval Base Commander Portsmouth","Portsmouth Naval Base is the home of almost two-thirds of the Royal Navy's surface ships, including the current carriers, Type 45s, Type 42s, Hunt Class minehunters, and half of the Type 23 fleet; and will be the home of the Queen Elizabeth Class.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"1105835","N/D","OF-6","Commanding Officer Royal Naval Air Station Yeovilton","Commands the Royal Naval Air Station Yeovilton (HMS Heron), which is a diverse and complex Air Station hosting some 4,300 service and civilian personnel and over 100 operational aircraft.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"155095","N/D","SCS1","Deputy Director Afloat Support and Commodore Royal Fleet Auxiliary","Head of Service and Accountable Person for the Royal Fleet Auxiliary responsible for Force Generation and safe and effective operation of the RFA Flotilla.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Operational Delivery","","1"
"2068659","Eliminated","OF-6","Assistant Chief of Staff Support","Responsible in Navy Command HQ for operational support planning and for keeping the Fleet supplied; this involves defining the requirement for logistic aspects of both future capabilities and in-service capability management, the role of Intelligent Customer to the DE&S for commodities, the support of land equipment operated by the Royal Marines, and logistic standards and practices onboard ships and submarines.","Ministry of Defence","Ministry of Defence","Navy Command","N/A","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"2022172","Eliminated","OF-6","Assistant Chief of Staff Submarines","Responsible for Clyde Submarine delivery, linking the Defence Nuclear Organisation, the Submarine Delivery Agency and Waterfront in support of SM capability.","Ministry of Defence","Ministry of Defence","Navy Command","N/A","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","","1"
"1120354","Eliminated","OF-6","Assistant Chief of Staff Carrier Strike and Aviation","Responsible  for managing, leading and directing Fleet Air Arm activity to deliver, integrate and assure maritime aviation, providing the Royal Navy and Defence with aircraft at the required levels of readiness, availability, lethality and sustainability, supported by a trained, skilled workforce.","Ministry of Defence","Ministry of Defence","Navy Command","N/A","NavyStratPol-SECFOI@mod.gov.uk","2113071","0","1.00","N/A","N/A","","Military","Replaced by Position Number 2112110 on 1 Apr 2021.","1"
"2111567","R Adm P Marshall","OF-7","Director Navy Acquisition","Manages the acquisition sub portfolio for the Navy, encompassing all shipbuilding progresses, maritime support, Future Commando Force and many key equipment programmes.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","1942344","0","1.00","125000","129999","","Military","","1"
"2113260","N/D","OF-6","Deputy Director Platform Acquisition","Responsible for enacting Director Navy Acquisition's strategy to assure delivery of outcomes by providing direction to and leading the Programme Management Office (PMO) and owning the programme costing, scheduling and risk process.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2111567","0","1.00","N/A","N/A","","Military","","1"
"2133461","N/D","OF-6","Deputy Director Littoral Strike FCF Delivery","Responsible for delivering the Future Commando Force (FCF) Programme.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2111567","0","1.00","N/A","N/A","","Military","","1"
"2121885","N/D","OF-6","Deputy Director Equipment & Sytems Acquisition","Responsible for enacting Senior Responsible Owner's strategy to assure delivery of outcomes by providing direction to and leading the Programme Management Office (PMO) and owning the programme costing, scheduling and risk process.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2111567","0","1.00","N/A","N/A","","Military","","1"
"1853258","Vacant","OF-6","Assistant Chief of Staff Future Support & Engineering","Responsible for the Engineering Support Division, which entails the oversight of Project Faraday and the Support Improvement Plan, and also for the Naval Bases and Oil Fuel Depots.","Ministry of Defence","Ministry of Defence","Navy Command","N/A","NavyStratPol-SECFOI@mod.gov.uk","2111567","0","1.00","N/A","N/A","","Military","","1"
"2015773","Eliminated","OF-6","T26 Frigate Programme Director and Head of Ship Acquisition","Leading a Royal Navy and Civil Service team to procure and bring into service T26 anti-submarine warfare frigates, T31 general purpose frigates and the future ammunition supply ships.","Ministry of Defence","Ministry of Defence","Navy Command","N/A","NavyStratPol-SECFOI@mod.gov.uk","2111567","0","1.00","N/A","N/A","","Military","Replaced by Position Number 2113260 on 1 Apr 2021.","1"
"1082197","Eliminated","OF-7","Commander UK Amphibious Forces / Commandant General Royal Marines","Leads a rapidly deployable amphibious land, maritime, joint or national contingent headquarters staff that is currently the Royal Navy's standing contingency formation headquarters.","Ministry of Defence","Ministry of Defence","Navy Command","N/A","NavyStratPol-SECFOI@mod.gov.uk","1942344","0","1.00","N/A","N/A","","Military","","1"
"1933859","V Adm J P Kyd","OF-8","Fleet Commander","Responsible for commanding all operational elements of the Naval Service (Ships, Submarines, Fleet Air Arm, Royal Marines and Royal Fleet Auxiliary), and acting as Joint Commander for the North Atlantic operating areas.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","1105340","0","1.00","150000","154999","","Military","","1"
"1966770","N/D","OF-6","Naval Safety Director","Working within the Navy Safety Centre, responsible for safety strategy, governance, organisational learning, training and education.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","1933859","0","1.00","N/A","N/A","","Military","","1"
"2085549","R Adm M K Utley","OF-7","Commander UK Strike Force","The Royal Navy’s deployable 2* operational commander at five days’ notice to deploy and command operations and Commands the UKSTRKFOR Enterprise. The latter comprises the Maritime Battle Staff; the 1* Commanders of the UK Carrier Strike Group, Littoral Strike Group and 3 Cdo X, as well as the Mine Warfare Battle Staff, the RN Forward Logistics Site and the Maritime Deployed Hospital Group; 1* MARWAR, including the Maritime Warfare Centre and Maritime Capability, Trials and Assessment; and has an administrative function over COM FOST as the Tier 2 Collective Training TRA.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","1933859","0","1.00","120000","124999","","Military","","1"
"2101907","N/D","OF-6","Commander Littoral Strike Group","Commands the full spectrum of Maritime Forces from air, surface, sub-surface & littoral to provide a joint effect at sea and from the sea.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2085549","0","1.00","N/A","N/A","","Military","","1"
"1748252","N/D","OF-6","Commander Operational Training","Responsible for the agile and resilient provision of efficient and effective training.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2085549","0","1.00","N/A","N/A","","Military","","1"
"1127695","N/D","OF-6","Commander 3 Commando Brigade Royal Marines","Commands 3 Commando Brigade Royal Marines on operations and in peacetime (including force development and generation).","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2085549","0","1.00","N/A","N/A","","Military","","1"
"1964493","N/D","OF-6","Commander UK Carrier Strike Group and Deputy Commander UK Maritime Forces","Responsible for commanding the UK Carrier Strike Group and the projection of UK Carrier Strike power, enabling joint effect across the maritime, land and air environments.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","2085549","0","1.00","N/A","N/A","","Military","","1"
"2087987","Eliminated","OF-6","Assistant Chief of Staff Maritime Warfare","Responsible for the setting, maintenance and monitoring of warfighting standards, policy and operational capability.","Ministry of Defence","Ministry of Defence","Navy Command","N/A","NavyStratPol-SECFOI@mod.gov.uk","2085549","0","1.00","N/A","N/A","","Military","","1"
"1720768","R Adm S P Asquith","OF-7","Commander Maritime Operations","Responsible for the planning and execution of Royal Navy operations globally.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","1933859","0","1.00","120000","124999","","Military","","1"
"2090396","N/D","OF-6","Deputy Commander Operations","Responsible for ensuring the Royal Navy has the ability to observe and process all aspects of operational experience to learn lessons from previous operations and enhance fighting power.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","1720768","0","1.00","N/A","N/A","","Military","","1"
"1370293","The Rev M Gough","OF-7","Chaplain of the Fleet","The Chaplain of the Fleet and Archdeacon for the Royal Navy is the head of the Naval Chaplaincy and he and his chaplains provided pastoral and emotional support to all RN personnel and their families.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","1933859","0","1.00","105000","109999","","Military","","1"
"2044075","R Adm R S Hatcher","OF-7","National Hydrographer and Deputy Chief Executive","Responsible for all aspects of the operation of the UKHO, including its business strategy, plans, targets and performance.","Ministry of Defence","Ministry of Defence","Navy Command","0300 1623106","NavyStratPol-SECFOI@mod.gov.uk","1933859","0","1.00","120000","124999","","Military","","1"
"2106357","Eliminated","OF-7","Director of Data Acquisition","Director at the UKHO, a Trading Fund (or ALB) of MOD.","Ministry of Defence","Ministry of Defence","Navy Command","N/A","NavyStratPol-SECFOI@mod.gov.uk","2044075","0","1.00","N/A","N/A","","Military","","1"
